,Name,Question,Answer
972,Sabonete Dove Original 90g Kit 72 Unidades,vcs tem omo tambem? e produtos alimenticios tipo molho de tomate???,"Hello Dear Customer! At the moment we do not have, Any questions are available 06/06/20"
973,Sabonete Dove Original 90g Kit 72 Unidades,but will arrive tomorrow as in the announcement ????,"Hello Dear Customer! Your order will be sent on Monday, Any questions we are available Thank you for your purchase or quotation ... Soon we will answer all your questions.06 / 06/2020"
974,Sabonete Dove Original 90g Kit 72 Unidades,"I just bought and paid the purchase slip, where do I send the payment receipt?","Olá Caro Cliente ! o pedido deve ser aprovado em até 3 dias uteis com aprovação automática, não a necessidade do envio de comprovante. Qualquer duvida ficamos a disposição.05/06/2020"
975,Sabonete Dove Original 90g Kit 72 Unidades,Porque ate ontem não cobra vão frete e hoje que eu quero comprar numa parcela só combrão frete,bom dia..no anuncio está com frete grátis...obrigado !!26/03/2020
976,Kit With 5 Soap Senador Assorted 130g,how is the packaging,"Good night !!! Comes 5 pcs. Senador soap in a company box !! If you can help with any more information, we are available !!! Att: JAMM07 / 06/2020"
977,Kit With 5 Soap Senador Assorted 130g,May lower price for us to buy,"Good morning !!! I have this kit that comes out cheaper, just let me know in the order that you want the assortment we sent !!! https://produto.mercadolivre.com.br/MLB-1230601548-sabonete-senador-platinum-hidrizante-130g-kit-c12-_JM?quantity=1 If you can help with any more information, we are available !!! Att: JAMM11 / 04/2020"
978,Rexona Orchid Fresh Bar Soap 84g,I want 25 units Can I buy? Can you vary the aromas?,"Hello, how are you? Thank you very much for contacting our store. We inform that you can, yes, buy 25 units, vary at the moment we do not have this availability.09 / 07/2020"
979,Rexona Orchid Fresh Bar Soap 84g,How many units can I buy?,"Hello, how are you? Thank you very much for contacting our store. We inform that we have no limitations; 06/04/2020"
980,Kit 8 Caixas Sabonete Natura Barra Tododia - 90g,Bom fia! quais as fragrâncias disponiveis pra hoje?,"Hi! We have the following fragrances for the soaps: Hazelnut and Cassis, Rosemary and sage, Raspberry and Pink Pepper, Cotton Please inform by message, within the purchase your choice of fragrance. Natura Express thanks you for your preference! Offers link: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.Rio25/09/2020"
981,Kit 8 Caixas Sabonete Natura Barra Tododia - 90g,"Good night. Do you have the fragrances raspberry and pink pepper, plum and cherry blossom and rosemary and sage?","Hi! We have the following fragrances for the soaps: Hazelnut and Cassis, Rosemary and sage, Tamara and Cinnamon, Raspberry and Pink Pepper, Cotton Please inform by message, within the purchase your choice of fragrance. Natura Express thanks you for your preference! Offer link: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.RJ .07 / 09/2020"
982,Kit 8 Caixas Sabonete Natura Barra Tododia - 90g,Good afternoon. What fragrances are available?,We have all but ask us 07/09/2020
983,Kit 8 Caixas Sabonete Natura Barra Tododia - 90g,"Gostaria de 2 cxs de Macadâmia,2 cxs de Alecrim e Sálvia, 2 de Algodão e mais 2 de cereja e avelã se possível. Para fechar a compra","We don't have macadamia and cotton, it will only arrive in 4 days02 / 05/2020"
984,Kit 8 Caixas Sabonete Natura Barra Tododia - 90g,Hello good night would you have cherry and hazelnut?,We have yes 02/05/2020
985,Kit 8 Caixas Sabonete Natura Barra Tododia - 90g,Good afternoon! Do you have the TODODIA PRESENT KITs assorted? $?,"Yes, we do. https://produto.mercadolivre.com.br/MLB-1136298876-kit-c5-presentes-natura-tododia-alecrim-e-sorte-imperdivel-_JM?quantity=103/12/2019"
986,Kit 8 Caixas Sabonete Natura Barra Tododia - 90g,Quais fragrâncias vocês possuem?,"Hello .. Good night! Today we have cotton, macadamia, rosemary and sage available, red fruits, raspberry and pink pepper, Liz flower, pecan and karite. After finalizing your purchase, just let us know what fragrances and quantities you want. Natura express remains at your disposal.21 / 08/2018"
987,Dermare Vegetable Clay Soap 80g,Is it used to treat stretch marks? Thank you very much in advance,"Good night The Black Clay Soap helps in the treatment of Acne and is ideal for oily skin. It makes a deep cleansing, helps to lighten the skin, helps in the recovery of the firmness and elasticity of the skin, besides having rejuvenating agents.27 / 06/2020"
988,Dermare Vegetable Clay Soap 80g,I tried to call you in the chat but I am not allowed to write.,"Boa tarde, produto está no full, será enviado oque vc comprou, não tem como mudar28/05/2020"
989,Dermare Vegetable Clay Soap 80g,"Hi I bought the black clay soap !!! It will arrive tomorrow But when I press the ad I bought, it shows the green clay one. Please, BLACK CLAY !!!!","Good afternoon, product is at the end, it will be shipped what you bought, there is no way to change28 / 05/2020"
990,Dermare Vegetable Clay Soap 80g,"Good night, I will buy 2 soaps, please send me 1 green clay and 1 black clay","Good morning, I can only send the product purchased 13/04/04"
991,Dermare Vegetable Clay Soap 80g,What is the composition of the soap?,"Good morning, the information we have is in the description 12/03/2019"
992,Nutri Protect Macadamia Protex Bar Soap 85g,In the notification the price of the soap is R $ 2. When I log in to buy it is R $ 2.90.,"Hello SIMA4875478, how are you? We are happy to be here with us. This ad was being edited. Now when we consult the product, there is the correct amount of R $ 2.90. Enjoy and guarantee your product. We look forward to your purchase. =) Any questions we are available.26 / 09/2020"
993,Nutri Protect Macadamia Protex Bar Soap 85g,Initially R $ 2. Entering the product R $ 2.90 ??,"Good evening SIMA4875478, how are you? Sorry, but we are unable to understand your question. We are waiting for your purchase, any questions we are available = D26 / 09/2020"
994,3 Caixas Sabonete Natura Em Barra Tododia - 5 Unidades 90g,"Good night, where is the product",It is in the free market fullfilm01 / 10/2020
995,3 Caixas Sabonete Natura Em Barra Tododia - 5 Unidades 90g,"Which city, is not reporting on the page",Boa Noite We are located in the city of Campinas SP Att Anderson Brito Thank you for your preference01 / 10/2020
996,3 Caixas Sabonete Natura Em Barra Tododia - 5 Unidades 90g,qual o valor do frete? Paulínia S.Paulo.,"Good afternoon, how are you?? If the freight cost does not appear for you .. Make a purchase simulation. That will appear to you ... More up front ... It must be about 7 reais23 / 09/2020"
997,Natura Tamara E Canela Sabonete Em Barra Com 05 Un 90g Cada,how many of cinnamon comes out of the 5?,Good Morning. This fragrance soap is made from Tamara and cinnamon that comes in 05 units of 90g each.21 / 06/2020
998,Óleo De Rosa Mosqueta Dermytrat Sabonete 90g,Ele clarear a pele ?,"Hi! :) Dermytrat Gentle Cleaning Rosehip Oil Soap. Fights stretch marks and premature skin aging. Soft and Hydrated Skin. Take advantage and include in your shopping cart, products to improve your immunity: https://lista.mercadolivre.com.br/nature-healthy_Loja_farmadelivery06/07/2020"
999,Óleo De Rosa Mosqueta Dermytrat Sabonete 90g,Which Soap Would Use For Freckles?,"Olá! :) A sua pergunta é mais técnica e específica, pedimos gentilmente que consulte o fabricante do produto ou até mesmo um profissional da área da saúde. Aproveitando, você sabia que já inventaram um inalador revolucionário? Veja este link: https://produto.mercadolivre.com.br/MLB-1068408978-inalador-nebulizador-nebzmart-kit-completo-_JM01/07/2020"
1000,Óleo De Rosa Mosqueta Dermytrat Sabonete 90g,good afternoon! this soap is for freckles on the skin,"Hi! :) No, only indicated for the treatment of spots, keloids and stretch marks. Taking advantage, did you know that they already invented a revolutionary inhaler? See this link: https://produto.mercadolivre.com.br/MLB-1068408978-inalador-nebulizador-nebzmart-kit-completo-_JM29/06/2020"
1001,Óleo De Rosa Mosqueta Dermytrat Sabonete 90g,"Hello, this soap serves to eliminate existing white streaks?","Olá, LCIAG2013 ! Trabalhamos com mais de 08 mil itens, para questões mais técnicas e específicas sobre o produto, pedimos gentilmente que consulte o fabricante do produto. Veja mais produtos em nossa loja oficial no Mercado Livre: https://loja.mercadolivre.com.br/farma-delivery04/04/2019"
1002,"Take care of yourself Soap Bar Duo Cloud, 2 Units of 80 G",envia para 45606180,"Hi, how are you? You can calculate shipping and delivery time to your address. The calculator is below the advertised value. This period is considered from the confirmation of payment. Thank you for contacting us and we remain at your disposal.09 / 06/2020"
1003,Granado Glycerin Soap Bebe 90g (12 Units),"via late, what is the validity? Month and year.",Boa tarde validade 01/2022 . Att29/09/2020
1004,Granado Glycerin Soap Bebe 90g (12 Units),"Hello, if I buy 3 kits or more, can you reduce something? Thankful.",Hi! Unfortunately we were unable to grant discounts. We await your request. Att.08 / 09/2020
1005,Granado Glycerin Soap Bebe 90g (12 Units),Boa tarde qual a validade?,Hi! to 202121/07/2020
1006,Kit 10 Sabonete Organico Natural Camomila 80gr - Suavetex,What validity?,"Olá, bom dia, tudo bem? Validade de 2 anos. Se puder ajudar em algo mais pode ficar a vontade.29/06/2020"
1007,Kit 10 Sabonete Organico Natural Camomila 80gr - Suavetex,What perfume of him?,"Hello, good morning. How are you? Scent of chamomile. If you can help with anything else you can feel free. See all our products in this link - https://lista.mercadolivre.com.br/_CustId_7810851204/05/2020"
1008,Kit 10 Sabonete Organico Natural Camomila 80gr - Suavetex,I put 2 units in the cart and there is no free shipping and the 2 units the values ​​are greater than 120 reais which is the minimum to have free shipping,"Hello good afternoon all right? The benefit of free shipping and given by the free market itself, we do not have access to this system. I ask you to do the simulation by clicking on buy, just inform your zip code and check if free shipping is available, if it is not due to the weight of the product and your zip code. The Free Market itself informs, Free shipping is subject to weight, price and shipping distance. If you have any questions, please feel free to contact me!"
1009,Kit 10 Sabonete Organico Natural Camomila 80gr - Suavetex,"would you like to buy 15 units, and what is the expiration date?","Olá, bom dia, tudo bem? A validade do produto é 05/21. Eu tenho um anuncio com 20 sabonetes, caso tenha interesse. ( https://produto.mercadolivre.com.br/MLB-1279053802-20-sabonetes-contente-extrato-camomila-80gr-suavetex-_JM?quantity=1 )19/08/2019"
1010,Asepxia Anti-acne Sulfur Soap Anti-oil action 80g,"Good afternoon, how to get one of each function?","Hi! :) Of course, here is the link with the entire Asepxia line: https://lista.mercadolivre.com.br/asepxia_Loja_farmadelivery#D[A:asepxia,O:farmadelivery/20113/07/2020"
1011,Natura Sabonete Algodao 03 Caixas C/05 Unidades 90g Cada,Good Morning. Can I choose the three fragrances?,"Good Morning. Yes you can. I have from Cotton, Macadamia, rosemary and sage, tamara and cinnamon, cherry and hazelnut, fleur de lis.14 / 09/2020"
1012,3x Fennel Soaps - 90gr Each,How many soaps comes in each box?,Boa noite. vem 3 caixas e cada caixa contém 1 sabonete11/07/2020
1013,Rastro Soap - 70's Success - Kit With 10 Pieces,Because they stopped making the very traditional Rastro.,"the factory closed, we don't know the reason 09/08/2020"
1014,Rastro Soap - 70's Success - Kit With 10 Pieces,"Amigo, boa noite. O sabonete Rastro, tem embalagem na cor vermelha, e no formato retangular. Esse apresentado em tela, está no formato redondo, ou oval, diferente do tradicional. Eu pergunto: esse aí, é uma versão similar, tem o mesmo aroma? Por favor, descreva mais detalhes sobre o produto. Obrigado pela atenção, e feliz ano novo.","this soap is similar, made with the same essence of the original Rastro ... 09/01/2020"
1015,Rastro Soap - 70's Success - Kit With 10 Pieces,What?,we use the same essence of the original trail ... 03/11/2019
1016,Rastro Soap - 70's Success - Kit With 10 Pieces,Does it smell the same?,It is made with the same essence 03/11/2019
1017,Rastro Soap - 70's Success - Kit With 10 Pieces,What a pity !!,This one is identical to the original of the pink box03 / 11/2019
1018,Rastro Soap - 70's Success - Kit With 10 Pieces,Nobody has!! Why?,No longer manufactured03 / 11/2019
1019,Rastro Soap - 70's Success - Kit With 10 Pieces,"Good afternoon . You have the normal Rastro soap, not glycerin. The one in the pink box?",Não temos03/11/2019
1020,Kit 4x Vichy Normaderm Facial Soap Deep Cleansing 70g,"Good afternoon, would you know how to inform the validity of these soaps? I'll buy a good amount ...",Hi! validity for 202127/07/2020
1021,Kit 4x Vichy Normaderm Facial Soap Deep Cleansing 70g,Vcs trabalham com o protetor solar vich sem ser o que contém cor.,https://produto.mercadolivre.com.br/MLB-1210509436-protetor-solar-vichy-ideal-soleil-hydrasoft-fps70-200ml-_JM25/06/2020
1022,Kit 4x Vichy Normaderm Facial Soap Deep Cleansing 70g,Hello and 4 soaps right ??,How to get the most out of your home?
1023,Kit 4x Vichy Normaderm Facial Soap Deep Cleansing 70g,Good night has the moisturizer? I want to take it together,Good Morning! We do not have. Att30 / 04/2020
1024,Kit 4x Vichy Normaderm Facial Soap Deep Cleansing 70g,what is the expiration date of the soaps,Good morning! 2021 Att.06 / 03/2020
1025,Kit 4x Vichy Normaderm Facial Soap Deep Cleansing 70g,"hey good night, what is the validity of the soaps",Good morning! 2021 Att.06 / 03/2020
