,name,price,Brand,Line,Unit weight,Model,description,store_name,new_or_not,sold_number,Units per package,review_rating
391,Tick ​​Extract Soap Clings Man,13.9,,,,,"Descrição
Sabonete Extrato de Carrapato.

Para conquistar aquele homem que está na sua ""mira"" há tempos e você nunca conseguiu, para poder fazer com que o seu poder de sedução seja emanado com mais força, e para ser notada sempre que passar por ele.
Feito para ser usado como um sabonete comum, você vai tomar banho com ele e depois sair exalando o delicioso perfume que ele tem. Feito isso, as mudanças provavelmente começarão a ocorrer na sua vida.

Especificações:

Usá-lo como um sabonete comum ao tomar banho.
Ingredientes: Glicerina, água, corante e essência.
Em caso de respingo nos olhos, lavar abundantemente com água corrente.
Se ingerido acidentalmente, consultar um médico.
Manter o produto na embalagem original.
Manter o produto fora do alcance de crianças e de animais domésticos.
Uso externo.",Location,New,22.0,1,
392,Soapex Creamy Liquid Soap Antiseptic 120ml,46.28,Galderma,,,,"Descrição
Soapex Sabonete Cremoso é indicado como antisséptico para pessoas de pele normal ou com tendência a oleosidade. Soapex Sabonete Cremoso contém pH semelhante ao da pele, eliminando micro-organismos prejudiciais à saúde, além de proteger a saúde da pele contra bactérias que causam odores desagradáveis. É ideal na higiene corporal diária, na lavagem do couro cabeludo, como auxiliar no tratamento de afecções cutâneas (acne, dermatites, furúnculos, e pé-de-atleta), e antes e após as cirurgias.


Soapex Sabonete Cremoso Antisséptico Emoliente


Sabonete cremoso antisséptico ideal para proteção diária contra micro-organismos nocivos à saúde da pele. Apresenta potencial antisséptico, além de propriedades desodorantes, sendo ideal na higiene corporal (banhos) e limpeza das mãos. Diminue a oleosidade, garantindo uma agradável sensação de limpeza e proteção. Possui 0,5% de triclosano.


Modo de Uso


Massageie suavemente sobre a pele umedecida até obter espuma abundante, enxaguando em seguida.",Farmadelivery,New,10.0,,
393,Kit 3 Boxes Soaps Natura Rosemary and Sage,53.9,,Everyday,,,"Descrição
Validade: Fev/2023

O kit contém 3 caixas de sabonete Natura Tododia Alecrim e Sálvia.
Cada caixa contém 5 sabonetes de 90g
Sendo assim, totaliza 15 sabonetes de 90g cada.",Location,New,22.0,3,5.0
394,Weleda Calendula - Vegetable Soap 100g,30.9,Weleda,Calêndula,100 g,Weleda Calêndula - Sabonete Vegetal 100g ,"description
Vegetable soap for all skin types. Weleda Calendula Vegetable Soap delicate and perfumed cleansing that nourishes and preserves the skin. This is due to vegetable cleaning agents and pure vegetable oils, which form a smooth and creamy foam. Weleda Calendula Vegetable Soap is so delicate that it is suitable even for the skin of children and babies. It is dermatologically tested, free of raw materials derived from mineral oils and dyes, preservatives and artificial fragrances. Its ingredients are biodegradable and do not pollute the environment. Product not tested on animals.",Beauty on the Web,Novo,61.0,,
395,Kit Sabonete Flor De Laranjeira 4un Giorno Bagno,44.9,Giorno Bagno,,100 g,,"Descrição
Kit Sabonete Flor De Laranjeira 4un Giorno Bagno

Contém:

4 Sabonetes Flor de Laranjeira e Vetiver

Modo de Usar:
Espalhe o sabonete sobre o corpo úmido, massageando a pele suavemente.

Composição: Sodium palmate, Sodium Laureth Sulfate, Glycerin, Hydrolyzed Corn Starch, Coconut Oil, Peg-150 Distearate, Disodium Cocamido Mea-Sulfosuccinate, Parfum, Citronellol, Coumarin, Linalool, Titanium Dioxide, Butylphenyl Methylpropional, Hexyl Cinnamal, Limonene, Eugenol, Citral, Geraniol, Ci 11680, Ci 45100, Ci 77891.",Localização,Novo,4.0,4,
396,Soap Kit. Protex Nutri Protect Vitamin E Bar 85g C / 12 Un,33.65,,Vitamin E,85 g,No information,"Descrição
Kit Sabonete em Barra Protex Nutri Protect Vitamina E 85g com 12 unidades Protex Vitamina E combina a proteção antibacteriana prolongada de Protex com a Vitamina E, ingrediente essencial para a pele. Instruções de uso: Molhar o corpo ou a região desejada, ensaboar normalmente e enxaguar.",Colgate-Palmolive,Novo,21.0,,5.0
397,Nativa Spa Sabonete Em Barra Karité 90g,8.7,O Boticário,,90 g,,"Descrição
O Nativa SPA Sabonete em Barra Karité oferece hidratação já no banho. Limpa sem ressecar a pele e seu formato massageador deixa a experiência do banho mais relaxante. Também propaga uma fragrância floral gourmand, cremosa e sofisticada, assim como toda a linha Nativa SPA Karité. Em contato com a pele úmida, o sabonete em barra cria uma espuma cremosa que limpa gentilmente. Sua fórmula associa manteiga de karité e gotas purificadas de quinoa, exercendo uma ação protetora que previne o ressecamento, aumentando a produção de colágeno e prevenindo a perda da elasticidade da pele. Contém: 90g.",The boticario,New,19.0,1,
398,Barbatimão Bar Soap 12 Units 100 Grams Each,29.9,Tropical,,100 g,,"description
Barbatimão Bar Soap 100g - 12 Units ...

Indications - Body and facial hygiene.
How to Use - Apply all over the body, soaping.
Concerns - Discontinue use in case of irritation.

Box Containing - 12 Units Each Bar - 100g",Location,Novo,12.0,12,
399,Kit Natura Assorted Soaps + Alcohol Gel Derma V,28.0,NATURA SOAP + ALCOHOL IN DERMA V GEL,,90 g,,"description
Contents: 1 Box of pure vegetable bar soaps - 5 units (3 acerola and apple blossom and 2 red fruits) of 90g each NATURA + 1 Alcohol gel 270g DERMA V",Location,Novo,12.0,5,5.0
400,Sabonete Natural Flor De Laranjeira E Vetiver 180g Giorno,23.9,Day Bath,,180 g,,"description
Natural Soap Orange Blossom and Vetiver 180g Giorno Bagno



Giorno Bagno came to give the missing touch.
With delicate perfumes and smooth formulation, they provide a pleasant softness and hydration of the skin.
Made 100% vegetable based, it was inspired by the Italian soap line. It has a lot of creaminess and leaves the body fragrant even after bathing.

Specifications: 100% vegetable soap
Content: 1 bar of 180 gr
Fragrance: Orange blossom and Vetiver",Location,New,7.0,1,
401,Loccitane Cedrat Cap Body Soap 50g,26.0,L'Occitane,cedar head,,,"Descrição
O Sabonete Corporal Cap Cedrat é um sabonete em barra que limpa o corpo e as mãos, além de deixar a pele levemente perfumada com uma fragrância fresca e aquática.

Benefícios:
- Limpa
- Pele suavemente perfumada
- Fórmula cremosa
- Ideal para todos os tipos de pele
- Feito com óleo essencial de cedrat",Location,New,7.0,1,
402,Sabonete De Enxofre Granado Antiacne 90gr 6 Unidades,45.4,Pomegranate,,90 g,,"Descrição
Sabonete Granado Enxofre é antisséptico e antisseborreico, ajuda no combate de dermatites.


Sabonete Granado Enxofre


Granado Enxofre é um sabonete medicinal de massa com base 100% vegetal para peles oleosas, de uso diário. Rico em enxofre, um mineral com propriedades antissépticas e antisseborreicas e atua também no combate de dermatites, com ação secativa. Foi especialmente desenvolvido para ajudar a reduzir a oleosidade da pele, removendo impurezas e auxiliando na desobstrução dos poros. Contém extrato glicólico de calêndula e extrato de aloe vera com ação emoliente e suavizante. Possui eficácia comprovada, a fim de promover bem-estar e equilíbrio entre o corpo e a mente.


Modo de Uso


Faça uma espuma com produto e deixe agir por aproximadamente cinco minutos.",Location,New,21.0,6,4.4
403,Rosemary and Lavender 100% Natural Clay Soap 120g,19.0,Insitta,Natural,120 g,,"description
Soap of green clay, rosemary and lavender, of creamy and soft foam, promotes a light exfoliation, cleansing, detoxification, control of oiliness and revitalization of the skin, without drying out, guaranteeing the hydration that the skin needs.

Green clay has astringent, exfoliating, antibacterial and anti-inflammatory properties. Reduces oiliness, removes impurities and helps in treating acne and skin irritations.

Rosemary has antioxidant and anti-inflammatory action, helping to fight free radicals and prevent aging. Helps and decrease stress and improves memory and concentration.

Lavender essential oil has calming and relaxing properties, in addition to being a natural antiseptic and antibacterial.

Contains babassu oil, one of the most important representatives of Brazilian palm trees, very common in the Amazon rainforest, has sustainable management and has anti-inflammatory, antiviral properties and helps the immune system, does not cause skin peeling and has high foaming and cleansing power Natural.

It also contains grape seed oil, which is a super antioxidant, humectant and emollient, which helps in revitalizing the skin, minimizing acne scars, preventing stretch marks and cellulite and in the natural hydration of the skin.

- Suitable for normal to oily skin. Can be used on the body and face.
- 100% natural, vegan and biodegradable product.
- Free of parabens, petrochemicals, sulfates, dyes and artificial fragrances.
- Packaging Made of ecological Kraft paper and 100% biodegradable cellophane.
- How to use: Apply to damp skin, massage gently and rinse.
- Minimum weight: 120g
- Brand: INSITTA",Location,New,9.0,,
404,Granado Trat Sulfuroso Sulfur 10% Bar Soap 90g Blz,6.9,Pomegranate,Sulfuroso,90 g,,"description
Bar soap for oily and acne-prone skin. Gently cleanses with its 100% vegetable composition. Granado Sulfurous Treatment Sulfur 10% helps to combat pimple, blackhead and excessive oil. Granado Sulfurous Treatment Sulfur 10% is humectant and emollient, providing revitalization, softness and silky touch. You guarantee cleanliness and health in your day to day!",Beauty on the Web,New,281.0,,5.0
405,Alma De Flores Case With 3 Soaps 130g Each,21.1,Soul of Flowers,Soaps,130 g,,"description
A delicate and moisturizing gift. Case with three soaps that will perfume and moisturize your day to day.
The Alma de Flores Essência de Jasmim soap has a gentle formulation translated into the delicacy of the color and the creamy foam. Contains a special silicone for bath products that in addition to providing a creamy foam, forms a film on the skin, leaving it fragrant and soft.",Location,New,10.0,3,
406,Sabonete Extrato De Carrapato Agarra Homem,13.9,Esoteric Mandala,,90 g,,"description
Tick ​​Extract Soap.

To conquer that man who has been in your ""sights"" for a long time and you never did, to be able to make your seductive power emanate with more force, and to be noticed whenever you pass by him.
Made to be used as an ordinary soap, you will bathe with it and then go out exhaling the delicious perfume it has. That done, the changes are likely to start taking place in your life.

Specifications:

Use it as an ordinary soap when showering.
Ingredients: Glycerin, water, dye and essence.
In case of splashing in the eyes, wash with plenty of running water.
If swallowed accidentally, consult a doctor.
Keep the product in its original packaging.
Keep the product out of the reach of children and pets.
External use.",Localização,New,22.0,1,
407,Kit 10 Natural Organic Soap Vegan Chamomile 80gr,90.58,Suavetex,,,,"description
*** PLEASE NOTE: Want FREE SHIPPING ??!?!?!? ***

Add Products from our store in the cart to have this benefit on purchases over 120.00

>

 

Kit 10 Content Soap With Organic and Natural Ingredients 80gr - Suavetex

The Vegetable Soap Suavetex with Chamomile Extract from Organic Natural is enriched with chamomile extract, an excellent natural soothing to the skin, which provides effective cleaning without harming and drying the skin. The base mass of this powerful soap is 100% vegetable, offering a naturally healthy protection for the skin. Contains organic ingredients in its formulation. It's indicated to all skin types.

Ingredients:

Vegetable Base Pasta (Sodium Palmate, Sodium Palm Kernelate, Sodium Stearate, Sodium Chloride, Glycerin, Sodium Hydroxide, Etidronic Acid, Aqua), Parfum. Organic ingredient: Chamomilla Recutita (Matricaria) Flower Extract.


How to use:

Apply to wet skin using circular motions. Then rinse. Can be used daily.

 

Property:

Chamomile extract: soothing, anti-inflammatory and antiseptic.
 

- Does not dry out the skin;

- It has 100% vegetable based pasta;

- No alcohol;

- Without sulfates;

- Without parabens;

- Without chemical preservatives;

- No artificial colors;

- No animal testing



______________________________________________________________

We are Distributors of several brands of Excellence and Quality!

We have 100% Positive Feedback, your purchase is Secure!

WE DELIVER THROUGHOUT BRAZIL WITH IMMEDIATE SHIPPING BY MAIL!

PRODUCTS WITH INVOICE AND PROCEDURE !!!",Localização,New,19.0,10,5.0
408,Caixa Sabonetes Avatim Cheiros Da Bahia,57.0,Avatim,,500 g,,"description
Bahia is the only Brazilian state that has five biomes: Atlantic Forest, Cerrado, Caatinga, Coastal Zone and Maritime Zone.

To represent, in an authentic way, the whole plurality of the region, we created this set of soaps, where the biomes are highlighted by their environmental and cultural wealth.
Discover the diversity and the Smells of Bahia:

Forest (Atlantic Forest): home to large trees such as Jequitibá and Cedro, its landscape of unique beauty is revealed in the delicacy and multiplicity of its bromeliads and orchids.

Asa Branca (Caatinga): amidst the harshness and dryness of its scenery, life unfolds in the sublime and saving charm of Umbu and Maracujá do Mato.

Tropicália (Coastal Zone): United with the sweetness of Coconut and Cashew, the lightness of the wind that shakes its coconut trees makes up the perfect path between land and sea.

Savana (Cerrado): Pequi, Mangaba and Buriti give the tone and flavor of this place, rich in aromas, colors and sounds.

Caminhos do Mar (Maritime Zone): responsible for their vast biodiversity, algae here are as numerous as their wealth.

The box contains 5 soaps of 100g each.",Location,New,19.0,5,
